Report Number,Report Date,Occur Date,Occur Time,Possible Date,Possible Time,Beat,Apartment Office Prefix,Apartment Number,Location,Shift Occurence,Location Type,UCR Literal,UCR #,IBR Code,Neighborhood,NPU,Latitude,Longitude
193420785,12/8/2019,12/7/2019,1100,12/8/2019,1045,508,,,210 PEACHTREE ST NW @WESTIN HOTEL,Morning Watch,18,AUTO THEFT,710,2404,Downtown,M,33.75943,-84.38837
193420889,12/8/2019,12/8/2019,700,12/8/2019,1211,104,,,1720 MARTIN L KING JR DR SW,Day Watch,23,AUTO THEFT,710,2404,Mozley Park,K,33.75083,-84.44341
193421569,12/8/2019,12/8/2019,700,12/8/2019,1800,603,,,538 WABASH AVE NE,Evening Watch,99,AUTO THEFT,710,2404,Old Fourth Ward,M,33.76506,-84.3697
193421604,12/8/2019,12/8/2019,1730,12/8/2019,1907,310,,,2495 JONESBORO RD SE,Evening Watch,18,AUTO THEFT,710,2404,Browns Mill Park,Z,33.68505,-84.36493
193421611,12/8/2019,12/8/2019,1630,12/8/2019,2000,208,,,3495 BUCKHEAD LOOP NE,Evening Watch,,AUTO THEFT,710,2404,North Buckhead,B,33.85242,-84.36703
193421859,12/8/2019,12/6/2019,1200,12/6/2019,1200,412,,,2110 SOUTHWOOD BLVD SW,Day Watch,18,AUTO THEFT,710,2404A,Ben Hill Terrace,P,33.69613,-84.5194
193420214,12/8/2019,12/8/2019,115,12/8/2019,130,208,,,3230 MATHIESON DR NE,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Buckhead Forest,B,33.84338,-84.37748
193420276,12/8/2019,12/8/2019,130,12/8/2019,200,512,,,232 FORSYTH ST SW,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.74852,-84.39636
193420328,12/8/2019,12/7/2019,1900,12/8/2019,230,206,,,E PACES FERRY RD NE / E SHADOWLAWN AVE NE,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Buckhead Village,B,33.8385,-84.37417
193420439,12/8/2019,12/8/2019,200,12/8/2019,358,501,,,965 HOWELL MILL ROAD NW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Home Park,E,33.78116,-84.4107
193420643,12/8/2019,12/7/2019,2130,12/8/2019,700,504,,202,227 PINE ST NW,Unknown,13,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76791,-84.39437
193420649,12/8/2019,12/7/2019,2100,12/8/2019,800,208,,,3600 PIEDMONT RD NE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Buckhead Forest,B,33.85211,-84.38044
193392309,12/8/2019,12/4/2019,2000,12/5/2019,2029,301,,,942 MURPHY AVE SW,Day Watch,18,AUTO THEFT,710,2404,Adair Park,V,33.72923,-84.41434
193420524,12/8/2019,12/8/2019,530,12/8/2019,545,101,,,195 FAIRBURN,Morning Watch,26,ROBBERY-PEDESTRIAN,311,1204,Adamsville,H,33.75961,-84.50546
193420398,12/8/2019,12/8/2019,315,12/8/2019,325,306,,,2050 SYLVAN RD SW,Morning Watch,23,ROBBERY-COMMERCIAL,313,1201C,Sylvan Hills,X,33.69852,-84.41798
193420750,12/8/2019,12/8/2019,900,12/8/2019,1000,113,900,904,1212 JAMES JACKSON PKWY NW,Day Watch,26,LARCENY-NON VEHICLE,690,2399,Monroe Heights,G,33.79333,-84.47416
193420833,12/8/2019,12/7/2019,2044,12/8/2019,1129,404,,,687 CASCADE AVE SW,Evening Watch,23,LARCENY-NON VEHICLE,690,2399,Westview,T,33.73682,-84.43647
193420906,12/8/2019,12/8/2019,1220,12/8/2019,1225,409,,,1965 CHILDRESS DR SW,Day Watch,13,LARCENY-NON VEHICLE,690,2399,Southwest,R,33.70181,-84.48756
193420999,12/8/2019,12/8/2019,1306,12/8/2019,1307,309,,,2165 PERKERSON RD SW,Day Watch,20,LARCENY-NON VEHICLE,690,2399,Perkerson,X,33.69464,-84.41182
193421128,12/8/2019,12/7/2019,1230,12/8/2019,1500,610,,,119 HOWARD ST NE,Day Watch,20,LARCENY-NON VEHICLE,690,2399,Kirkwood,O,33.75542,-84.32286
193421605,12/8/2019,12/8/2019,1858,12/8/2019,1858,201,,,3380 NORTHSIDE PKWY NW,Evening Watch,18,LARCENY-NON VEHICLE,690,2399,West Paces Ferry/Northside,A,33.84785,-84.43021
193421735,12/8/2019,12/8/2019,0,12/8/2019,115,601,,,816 N HIGHLAND AVE NE,Morning Watch,3,LARCENY-NON VEHICLE,690,2399,Virginia Highland,F,33.77683,-84.35269
193420608,12/8/2019,12/8/2019,800,12/8/2019,830,407,,B10,320 FAIRBURN RD SW,Day Watch,20,LARCENY-NON VEHICLE,670,2308,Fairburn Mays,H,33.7451,-84.50858
193421376,12/8/2019,12/8/2019,1700,12/8/2019,1710,509,,,499 PEACHTREE ST NE,Evening Watch,99,LARCENY-NON VEHICLE,670,2308,Downtown,M,33.76809,-84.3852
193421552,12/8/2019,12/7/2019,0,12/7/2019,100,601,,,822 N HIGHLAND AVE NE,Evening Watch,21,LARCENY-NON VEHICLE,670,2308,Virginia Highland,F,33.77702,-84.35269
193421094,12/8/2019,12/8/2019,1401,12/8/2019,1402,609,,,1210 CAROLINE ST NE,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Edgewood,O,33.75938,-84.34863
193421112,12/8/2019,12/8/2019,1451,12/8/2019,1500,609,,,1275 CAROLINE ST NE @TARGET - CAROLINE,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Edgewood,O,33.75684,-84.3461
193421423,12/8/2019,12/8/2019,1728,12/8/2019,1728,207,,,2060 PEACHTREE RD NW,Evening Watch,23,LARCENY-NON VEHICLE,630,2303,,E,33.81115,-84.39289
193421564,12/8/2019,12/8/2019,1825,12/8/2019,1830,210,,,3393 PEACHTREE ROAD,Day Watch,8,LARCENY-NON VEHICLE,630,2303,Lenox,B,33.84676,-84.36212
193430005,12/9/2019,12/8/2019,2350,12/9/2019,0,509,,,235 PEACHTREE ST NE @ATL GAS LIGHT TOWER,Morning Watch,12,LARCENY-NON VEHICLE,630,2303,Downtown,M,33.76044,-84.38702
193430054,12/9/2019,12/9/2019,20,12/9/2019,24,509,,,235 PEACHTREE ST NE,Morning Watch,7,LARCENY-NON VEHICLE,630,2303,Downtown,M,33.76044,-84.38702
193431618,12/9/2019,12/9/2019,1723,12/9/2019,1729,511,,,50 UPPER ALABAMA ST SW,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Downtown,M,33.75194,-84.38964
193431686,12/9/2019,12/8/2019,1200,12/9/2019,1830,210,,,3393 PEACHTREE ST,Day Watch,8,LARCENY-NON VEHICLE,630,2303,Lenox,B,33.84676,-84.36212
193431784,12/9/2019,12/9/2019,2030,12/9/2019,2030,204,,,1801 HOWELL MILL RD,Evening Watch,13,LARCENY-NON VEHICLE,630,2303,Berkeley Park,D,33.80388,-84.41278
193431791,12/9/2019,12/5/2019,825,12/9/2019,1800,210,,,3393 PEACHTREE ST,Day Watch,8,LARCENY-NON VEHICLE,630,2303,Lenox,B,33.84676,-84.36212
193432105,12/9/2019,12/9/2019,2127,12/9/2019,2128,401,,,895 RALPH D ABERNATHY BLVD SW,Evening Watch,24,LARCENY-NON VEHICLE,630,2303,West End,T,33.7398,-84.41751
193422042,12/9/2019,12/8/2019,1330,12/9/2019,2302,502,,3116,250 10TH ST NE,Day Watch,26,LARCENY-NON VEHICLE,670,2308,Midtown,E,33.78187,-84.37905
193430259,12/9/2019,12/9/2019,313,12/9/2019,313,101,,B,886 PARSONS ST SW,Morning Watch,26,LARCENY-NON VEHICLE,670,2308,Atlanta University Center,T,33.75069,-84.4167
193430770,12/9/2019,12/6/2019,1530,12/9/2019,700,503,,,1105 W PEACHTREE ST NE,Evening Watch,6,LARCENY-NON VEHICLE,670,2308,Midtown,E,33.78477,-84.38752
193431132,12/9/2019,11/2/2019,800,11/9/2019,800,210,APT,200,2657 LENOX RD NE,Unknown,26,LARCENY-NON VEHICLE,670,2308,Pine Hills,B,33.82662,-84.35358
193430150,12/9/2019,12/9/2019,120,12/9/2019,120,508,,,54 BROAD ST,Morning Watch,13,LARCENY-NON VEHICLE,620,2302,Downtown,M,33.75635,-84.38915
193431861,12/9/2019,12/9/2019,1641,12/9/2019,1907,406,,,311 SCOTT ST SW,Evening Watch,20,LARCENY-NON VEHICLE,620,2302,,I,33.74901,-84.49482
193430457,12/9/2019,12/9/2019,507,12/9/2019,508,508,,,135 ANDREW YOUNG INTERNA BLVD NW @WAFFLE HOUSE,Morning Watch,21,LARCENY-NON VEHICLE,690,2399,Downtown,M,33.76002,-84.39178
193430495,12/9/2019,11/30/2019,800,12/9/2019,738,612,,,811 FLAT SHOALS AVE SE,Day Watch,20,LARCENY-NON VEHICLE,690,2310,East Atlanta,W,33.732,-84.33849
193430807,12/9/2019,12/9/2019,600,12/9/2019,1036,308,,,2300 JONESBORO RD SE,Day Watch,6,LARCENY-NON VEHICLE,690,2399,Leila Valley,Z,33.69226,-84.3644
193430939,12/9/2019,12/9/2019,1010,12/9/2019,1158,308,,,932 NATHAM DR SE,Day Watch,20,LARCENY-NON VEHICLE,690,2310,Rebel Valley Forest,Z,33.68995,-84.35906
193430966,12/9/2019,12/7/2019,1430,12/9/2019,1145,305,,,1569 JONESBORO RD SE,Day Watch,20,LARCENY-NON VEHICLE,690,2399,South Atlanta,Y,33.71003,-84.38177
193431085,12/9/2019,12/9/2019,1045,12/9/2019,1130,210,,,3393 PEACHTREE RD NE @LENOX MALL,Day Watch,24,LARCENY-NON VEHICLE,690,2399,Lenox,B,33.84676,-84.36212
193431087,12/9/2019,12/9/2019,800,12/9/2019,820,109,,,2264 BAKER RD NW,Day Watch,20,LARCENY-NON VEHICLE,690,2399,Center Hill,J,33.76994,-84.46164
193431221,12/9/2019,12/7/2019,1740,12/7/2019,1800,502,,2209,250 10TH ST NE,Evening Watch,20,LARCENY-NON VEHICLE,690,2399,Midtown,E,33.78187,-84.37905
193431512,12/9/2019,12/8/2019,2100,12/8/2019,2145,306,,,999 BYRON DR SW,Evening Watch,20,LARCENY-NON VEHICLE,690,2399,Sylvan Hills,X,33.71298,-84.4212
193431655,12/9/2019,12/9/2019,1739,12/9/2019,1741,407,,,416 FENNEL WAY SW,Evening Watch,20,LARCENY-NON VEHICLE,690,2399,Wilson Mill Meadows,H,33.75172,-84.51783
193431716,12/9/2019,12/9/2019,630,12/9/2019,1731,406,,,2925 SHELLY DR SW,Day Watch,20,LARCENY-NON VEHICLE,690,2399,Peyton Forest,I,33.74419,-84.48341
193432049,12/9/2019,12/9/2019,2040,12/9/2019,2050,609,,,1319 LA FRANCE ST NE,Evening Watch,20,ROBBERY-PEDESTRIAN,311,1204,Edgewood,O,33.76017,-84.34442
193430963,12/9/2019,12/9/2019,1210,12/9/2019,1210,305,,,1553 JONESBORO RD SE,Day Watch,12,ROBBERY-COMMERCIAL,312,1201,South Atlanta,Y,33.71059,-84.38209
193430062,12/9/2019,12/8/2019,1830,12/9/2019,0,508,,,98 CONE ST NW,Evening Watch,18,AUTO THEFT,710,2404,Downtown,M,33.75746,-84.3911
193430383,12/9/2019,12/8/2019,1700,12/9/2019,530,306,,,935 VICTORY DR SW,Morning Watch,20,AUTO THEFT,710,2404,Sylvan Hills,X,33.70801,-84.41888
193430387,12/9/2019,12/8/2019,2300,12/9/2019,530,601,,,1031 VIRGINIA AVE NE,Morning Watch,13,AUTO THEFT,710,2404,Virginia Highland,F,33.78167,-84.35314
193430388,12/9/2019,12/9/2019,540,12/9/2019,541,103,,,1740 MARIETTA BLVD NW,Morning Watch,21,AUTO THEFT,710,2404,Hills Park,D,33.80216,-84.43667
193430608,12/9/2019,12/2/2019,900,12/9/2019,846,412,,,3544 CREIGHTON RD SW,Day Watch,20,AUTO THEFT,710,2404,Briar Glen,P,33.69992,-84.50529
193430629,12/9/2019,12/8/2019,2130,12/8/2019,2354,207,,2428,40 PEACHTREE VALLEY RD NE,Morning Watch,26,AUTO THEFT,710,2404,,E,33.81097,-84.39154
193430879,12/9/2019,12/9/2019,1112,12/9/2019,1115,406,,,3102 MARTIN L KING JR DR SW,Day Watch,18,AUTO THEFT,710,2404,,I,33.75103,-84.48831
193430992,12/9/2019,12/9/2019,900,12/9/2019,1220,303,,,760 COOPER ST SW,Day Watch,13,AUTO THEFT,710,2404,Mechanicsville,V,33.73402,-84.397
193431253,12/9/2019,12/9/2019,0,12/9/2019,1430,207,,1107,2144 PEACHTREE RD NW,Morning Watch,18,AUTO THEFT,710,2404,,C,33.81305,-84.39261
193432108,12/9/2019,12/9/2019,2015,12/9/2019,2132,207,,,2166 PEACHTREE RD NW @HOUSTONS,Evening Watch,18,AUTO THEFT,710,2404,,C,33.81349,-84.39275
193432129,12/9/2019,12/9/2019,1900,12/9/2019,2130,206,,,3150 ROSWELL RD NW,Morning Watch,,AUTO THEFT,710,2404,South Tuxedo Park,B,33.84097,-84.37929
193511023,12/9/2019,12/8/2019,2200,12/9/2019,1200,605,,,290 MARTIN LUTHER KING JR DR,Day Watch,18,AUTO THEFT,710,2404,Oakland,W,33.74824,-84.37749
193421356,12/9/2019,12/7/2019,1900,12/7/2019,2100,212,,,2345 CHESHIRE BRIDGE RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Lindridge/Martin Manor,F,33.81906,-84.3513
193430422,12/9/2019,12/7/2019,0,12/9/2019,600,505,,2414,116 PONCE DE LEON AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.77248,-84.38382
193430531,12/9/2019,12/8/2019,1700,12/9/2019,800,614,,4,852 MONROE DR NE,Day Watch,20,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.77783,-84.37007
193430668,12/9/2019,12/9/2019,918,12/9/2019,921,412,,,4511 CAMPBELLTON RD SW,Day Watch,23,LARCENY-FROM VEHICLE,640,2305,,P,33.69625,-84.53567
193430778,12/9/2019,12/8/2019,1900,12/9/2019,1015,105,,,1720 JOSEPH E BOONE BLVD NW,Day Watch,20,LARCENY-FROM VEHICLE,640,2305,West Lake,J,33.76378,-84.4443
193430791,12/9/2019,12/8/2019,2100,12/9/2019,1015,609,,,192 MAYSON AVE NE,Day Watch,20,LARCENY-FROM VEHICLE,640,2305,Edgewood,O,33.75891,-84.33882
193431040,12/9/2019,12/1/2019,2000,12/2/2019,700,507,,,48 NORTHSIDE DR SW,Day Watch,,LARCENY-FROM VEHICLE,640,2305,Castleberry Hill,M,33.75327,-84.40271
193431084,12/9/2019,12/9/2019,700,12/9/2019,1230,402,,,778 CASCADE AVE SW,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,West End,T,33.73406,-84.43678
193431156,12/9/2019,12/8/2019,2000,12/9/2019,1200,603,,7000,400 CENTRAL PARK PL NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Old Fourth Ward,M,33.76522,-84.37805
193431217,12/9/2019,12/9/2019,1425,12/9/2019,1430,211,,,517 MAIN ST NE,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,Lindbergh/Morosgo,B,33.82241,-84.37014
193431313,12/9/2019,12/9/2019,610,12/9/2019,1537,208,,,3368 PEACHTREE RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,North Buckhead,B,33.84713,-84.36802
193431345,12/9/2019,12/9/2019,1500,12/9/2019,1530,103,,,2260 MARIETTA BLVD NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Bolton,D,33.81701,-84.44861
193431407,12/9/2019,12/9/2019,1500,12/9/2019,1600,207,,,1495 NORTHSIDE DR NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Loring Heights,E,33.79573,-84.40723
193431449,12/9/2019,12/9/2019,1515,12/9/2019,1630,204,,,1800 HOWELL MILL RD NW @CK,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Underwood Hills,D,33.80479,-84.41455
193431473,12/9/2019,12/9/2019,1607,12/9/2019,1630,501,,,999 BRADY AVE NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Home Park,E,33.7817,-84.41338
193431601,12/9/2019,12/9/2019,1700,12/9/2019,1800,306,,,1919 METROPOLITAN PKWY SW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Sylvan Hills,X,33.70278,-84.41017
193431632,12/9/2019,12/9/2019,1413,12/9/2019,1513,204,,,2190 DEFOOR HILLS RD NW,Evening Watch,29,LARCENY-FROM VEHICLE,640,2305,Underwood Hills,D,33.8149,-84.43385
193431782,12/9/2019,12/9/2019,1430,12/9/2019,1730,413,,,3378 GREENBRIAR PKWY SW,Evening Watch,26,LARCENY-FROM VEHICLE,640,2305,,P,33.68299,-84.50129
193431835,12/9/2019,12/9/2019,1853,12/9/2019,1853,107,,,1908 MARKONE ST NW,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,Grove Park,J,33.76961,-84.44943
193431837,12/9/2019,12/9/2019,1810,12/9/2019,1840,205,,,2280 PEACHTREE RD NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,,C,33.81685,-84.39065
193431935,12/9/2019,12/9/2019,1815,12/9/2019,1930,610,,,1950 HOSEA L WILLIAMS DR NE,Evening Watch,21,LARCENY-FROM VEHICLE,640,2305,Kirkwood,O,33.75255,-84.32375
193431989,12/9/2019,12/9/2019,1700,12/9/2019,2000,604,,,25 HILLIARD ST NE ,Evening Watch,,LARCENY-FROM VEHICLE,640,2305,Sweet Auburn,M,33.75437,-84.3766
193432019,12/9/2019,12/9/2019,1850,12/9/2019,2000,606,,,196 REINHARDT ST SE,Evening Watch,20,LARCENY-FROM VEHICLE,640,2305,Cabbagetown,N,33.74939,-84.36859
193432033,12/9/2019,11/17/2019,1800,11/17/2019,2000,402,,,590 CASCADE AVE SW @KROGER - CASCADE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,West End,T,33.73812,-84.43276
193432100,12/9/2019,12/9/2019,2000,12/9/2019,2125,604,,,33 AIRLINE ST SE,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,Old Fourth Ward,M,33.75388,-84.36632
193432104,12/9/2019,12/9/2019,2030,12/9/2019,2115,601,,,1060 LOS ANGELES AVE NE,Evening Watch,99,LARCENY-FROM VEHICLE,640,2305,Virginia Highland,F,33.78328,-84.35274
193432147,12/9/2019,12/9/2019,1930,12/9/2019,2200,604,,,684 JOHN WESLEY DOBBS AVE NE @BELTLINE BUSINESS,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Old Fourth Ward,M,33.7598,-84.36443
193432157,12/9/2019,12/9/2019,2000,12/9/2019,2200,508,,,267 MARIETTA ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76071,-84.39469
193432194,12/9/2019,12/9/2019,2130,12/9/2019,2230,202,,,1284 W PACES FERRY RD NW,Evening Watch,21,LARCENY-FROM VEHICLE,640,2305,West Paces Ferry/Northside,A,33.84862,-84.42869
193432216,12/9/2019,12/9/2019,2230,12/9/2019,2240,103,,,1600 ELLSWORTH INDUSTRIAL BLVD NW,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,Blandtown,D,33.79826,-84.42811
193432220,12/9/2019,12/9/2019,1900,12/9/2019,2300,205,,,1991 HOWELL MILL RD NW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Channing Valley,C,33.80902,-84.41277
193432304,12/9/2019,12/9/2019,2050,12/10/2019,0,509,,,36 JOHN PORTMAN BLVD NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76074,-84.38561
193430711,12/9/2019,12/9/2019,930,12/9/2019,945,609,,D-100,1270 CAROLINE ST NE,Day Watch,2,ROBBERY-COMMERCIAL,336,1211O,Edgewood,O,33.75849,-84.34649
193430301,12/9/2019,12/9/2019,350,12/9/2019,403,614,,,931 MONROE DR NE @TRADER JOES - MONROE,Morning Watch,24,BURGLARY-NONRES,512,2203,Midtown,E,33.77909,-84.36717
193430420,12/9/2019,12/9/2019,226,12/9/2019,230,406,,,2311 CASCADE RD SW,Morning Watch,99,BURGLARY-NONRES,512,2203,Cascade Heights,I,33.72231,-84.46442
193430479,12/9/2019,12/7/2019,1530,12/9/2019,600,201,,,3200 HOWELL MILL RD NW @WEST PACES FERRY HO,Evening Watch,6,BURGLARY-NONRES,512,2203,,C,33.84206,-84.42862
193420245,12/9/2019,12/8/2019,140,12/8/2019,400,212,,,740 LAMBERT DR NE,Morning Watch,6,BURGLARY-NONRES,512,2203,Morningside/Lenox Park,F,33.81358,-84.36357
193430482,12/9/2019,12/8/2019,2100,12/9/2019,700,501,,,1132 TECHWOOD DR NW @COURTYARD BY MARRIOT,Morning Watch,14,LARCENY-FROM VEHICLE,650,2304,Home Park,E,33.7855,-84.39273
193430934,12/9/2019,12/9/2019,1153,12/9/2019,1233,313,,,3530 BROWNS MILL RD SE,Day Watch,18,LARCENY-FROM VEHICLE,650,2304,Blair Villa/Poole Creek,Z,33.65872,-84.38611
193431990,12/9/2019,12/9/2019,1900,12/9/2019,2005,605,,, 304 OAKLAND AVE,Evening Watch,18,LARCENY-FROM VEHICLE,650,2304,Grant Park,W,33.74638,-84.37466
193430247,12/9/2019,12/9/2019,255,12/9/2019,300,307,,,1690 LAKEWOOD AVE SE,Morning Watch,26,AGG ASSAULT,430,1315,Lakewood Heights,Y,33.70678,-84.38031
193430253,12/9/2019,12/9/2019,250,12/9/2019,300,512,,,156 FORSYTH ST SW,Morning Watch,18,AGG ASSAULT,430,1315,Downtown,M,33.75017,-84.39515
193430303,12/9/2019,12/9/2019,200,12/9/2019,400,409,,,3320 TIARA CIR SW,Morning Watch,20,AGG ASSAULT,430,1315,Southwest,R,33.70246,-84.49622
193430500,12/9/2019,12/9/2019,730,12/9/2019,741,401,,,1040 RALPH D ABERNATHY BLVD SW @WEST HUNTER BAPTIST,Day Watch,4,AGG ASSAULT,420,1315K,West End,T,33.73739,-84.42171
193430193,12/9/2019,12/9/2019,145,12/9/2019,205,411,G,,3000 CONTINENTAL COLONY PKWY SW,Morning Watch,26,AGG ASSAULT,410,1314,Greenbriar,R,33.68357,-84.49087
193431335,12/9/2019,12/9/2019,1547,12/9/2019,1548,407,,D39,400 FAIRBURN RD SW,Evening Watch,20,AGG ASSAULT,410,1314,Fairburn Mays,H,33.74366,-84.50936
193432088,12/9/2019,12/9/2019,2110,12/9/2019,2115,110,APT,Q,1033 HOLLYWOOD RD NW,Evening Watch,18,AGG ASSAULT,410,1314,Almond Park,G,33.78308,-84.45882
193430923,12/9/2019,12/8/2019,2300,12/8/2019,2304,506,,7,751 JAMES P BRAWLEY DR NW,Day Watch,18,BURGLARY-NONRES,522,2205,English Avenue,L,33.77534,-84.41208
193430902,12/9/2019,12/6/2019,0,12/9/2019,1129,407,,,899 SOCIETY CIR SW,Morning Watch,20,BURGLARY-RESIDENCE,521,2204,Mays,H,33.74749,-84.50149
193430907,12/9/2019,12/7/2019,1800,12/9/2019,1000,107,,,1644 DETROIT AVE NW,Day Watch,20,BURGLARY-RESIDENCE,521,2204,Grove Park,J,33.76533,-84.44635
193441238,12/10/2019,12/10/2019,1230,12/10/2019,1430,608,,,1866 MARLBROOK DR NE,Evening Watch,,BURGLARY-RESIDENCE,521,2204,Lake Claire,N,33.76766,-84.32642
193441442,12/10/2019,12/10/2019,744,12/10/2019,1611,103,,,2090 SILAS WAY NW,Evening Watch,20,BURGLARY-RESIDENCE,521,2204,Whittier Mill Village,D,33.81316,-84.47944
193440791,12/10/2019,12/10/2019,1050,12/10/2019,1059,605,,,375 SYDNEY ST SE,Day Watch,20,BURGLARY-RESIDENCE,531,2202A,Grant Park,W,33.74101,-84.37547
193442201,12/10/2019,12/10/2019,2134,12/10/2019,2150,301,,,544 ERIN AVE SW,Evening Watch,20,BURGLARY-RESIDENCE,531,2202A,Capitol View Manor,X,33.7194,-84.40538
193440532,12/10/2019,12/10/2019,800,12/10/2019,820,212,,,1155 LAVISTA RD,Day Watch,26,AGG ASSAULT,410,1314,Lindridge/Martin Manor,F,33.81743,-84.351
193441280,12/10/2019,12/10/2019,1513,12/10/2019,1513,106,,31,1197 JOSEPH E BOONE BLVD NW,Evening Watch,26,AGG ASSAULT,410,1314,Bankhead,K,33.7644,-84.42674
193442157,12/10/2019,12/10/2019,2045,12/10/2019,2100,301,,,1163 METROPOLITAN PKWY SW,Evening Watch,13,AGG ASSAULT,410,1314,Adair Park,V,33.72317,-84.40816
193442165,12/10/2019,12/9/2019,1830,12/9/2019,2030,105,APT,B4,33 SPRING LN NW,Evening Watch,26,AGG ASSAULT,410,1314,West Lake,J,33.75624,-84.43892
193442335,12/10/2019,12/10/2019,2320,12/10/2019,2324,208,,,3324 PEACHTREE RD NE,Morning Watch,18,AGG ASSAULT,410,1314,North Buckhead,B,33.84584,-84.36933
193441096,12/10/2019,12/10/2019,1245,12/10/2019,1330,613,,,1148 WOODLAND AVE NE,Day Watch,13,AGG ASSAULT,430,1315,Lindridge/Martin Manor,F,33.81491,-84.35019
193442036,12/10/2019,12/10/2019,1940,12/10/2019,2130,112,,,2574 LOGHAVEN DR NW,Evening Watch,20,AGG ASSAULT,440,1399,Collier Heights,I,33.76003,-84.47204
193440682,12/10/2019,12/9/2019,1800,12/10/2019,1000,506,,,370 NORTHSIDE DR NW,Day Watch,18,LARCENY-FROM VEHICLE,650,2304,English Avenue,L,33.76527,-84.40498
193440879,12/10/2019,12/9/2019,1800,12/10/2019,1100,313,,,715 CLEVELAND AVE SE,Day Watch,4,LARCENY-FROM VEHICLE,650,2304,South River Gardens,Z,33.67909,-84.36618
193441044,12/10/2019,12/9/2019,1745,12/10/2019,800,506,,,675 NORTHSIDE DR NW,Evening Watch,18,LARCENY-FROM VEHICLE,650,2304,English Avenue,L,33.77369,-84.40882
193441717,12/10/2019,12/10/2019,1715,12/10/2019,1730,614,,,650 PONCE DE LEON AVE NE @WHOLE FOODS - PONCE,Evening Watch,18,LARCENY-FROM VEHICLE,650,2304,Midtown,E,33.77469,-84.36561
193440864,12/10/2019,12/9/2019,2300,12/10/2019,1100,405,,,226 BARFIELD AVE SW,Morning Watch,20,BURGLARY-RESIDENCE,511,2202,Florida Heights,I,33.74955,-84.46141
193441061,12/10/2019,12/9/2019,1030,12/10/2019,502,403,,,1164 WILMINGTON AVE SW,Morning Watch,20,BURGLARY-RESIDENCE,511,2202,Oakland City,S,33.72382,-84.42608
193441138,12/10/2019,12/6/2019,1500,12/10/2019,800,402,,,1176 MONTREAT AVE SW,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,Oakland City,S,33.72946,-84.42629
193441202,12/10/2019,12/9/2019,1900,12/10/2019,1430,403,,,1129 SELWIN AVE SW,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,Oakland City,S,33.72419,-84.42639
193441247,12/10/2019,12/10/2019,945,12/10/2019,1440,608,,,575 HARDENDORF AVE NE,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,Lake Claire,N,33.76995,-84.33157
193441358,12/10/2019,12/9/2019,230,12/9/2019,245,603,,,220 RENAISSANCE PKWY NE,Morning Watch,26,BURGLARY-RESIDENCE,511,2202,Old Fourth Ward,M,33.76924,-84.37961
193442026,12/10/2019,12/10/2019,1937,12/10/2019,2000,308,,,2115 RACHAEL ST SE,Evening Watch,99,BURGLARY-RESIDENCE,511,2202,Norwood Manor,Z,33.6965,-84.36142
193390950,12/10/2019,12/3/2019,130,12/5/2019,1130,107,,,2019 ARLINGTON CIR NW,Morning Watch,20,BURGLARY-RESIDENCE,511,2202,Grove Park,J,33.77124,-84.45297
193440112,12/10/2019,12/10/2019,100,12/10/2019,120,510,,,133 PEACHTREE CENTER AVE NE,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.75802,-84.38598
